title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,char_building_пандус,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,hc_decoration_options,char_flat_балкон/лоджия,char_building_парковка
"Продается студия, 21,94 м²",ЖК «Титул в Московском»,"21,94 м²","15,2 м²",,5,12,2028,Не сдан,Чистовая,Новостройка,"21,94 м²","15,2 м²",,"2,77 м",,,Чистовая,"8 пассажирских, 8 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 5 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"19 просмотров, 2 за сегодня",,1 балкон,
"Продается 1-комн. квартира, 39,73 м²",ЖК «Образцовый квартал 15»,"39,73 м²","11,9 м²","17,6 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"39,73 м²","11,9 м²","17,6 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,6к1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"1 просмотр, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 40,07 м²",ЖК «Образцовый квартал 16»,"40,07 м²",13 м²,"17,7 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,07 м²",13 м²,"17,7 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"2 просмотра, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 30,7 м²",ЖК «Аэросити 6»,"30,7 м²",,,11,12,2025,Сдан,,Новостройка,"30,7 м²",,,"2,68 м",,,,,Монолитный,Есть,р-н Пушкинский,5к2,3.0,"Купчино, Звездная, Шушары","10 мин., 11 мин., 13 мин.",ГК Лидер Групп,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Внутренний двор, Архитектура, Входная группа",,True,"17 просмотров, 3 за сегодня",,,
"Продается студия, 28,6 м²",ЖК «Veren Village Стрельна (Верен Вилладж Стрельна)»,"28,6 м²",,,1,3,2022,Сдан,,Новостройка,"28,6 м²",,,"2,8 м",1 совмещенный,,,,Монолитный,Есть,р-н Петродворцовый,22,3.0,"Юго-Западная, Ленинский проспект, Проспект Ветеранов","15 мин., 16 мин., 18 мин.",Veren Group,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"176 просмотров, нет за сегодня",,,
"Продается студия, 21,65 м²",ЖК «Setl Лофт»,"21,65 м²",15 м²,,9,12,2027,Не сдан,Чистовая,Новостройка,"21,65 м²",15 м²,,"2,75 м",,,Чистовая,"3 пассажирских, 3 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Звездная, Купчино, Московская","6 мин., 8 мин., 10 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,True,"276 просмотров, 4 за сегодня",,1 балкон,
"Продается студия, 23,4 м²",ЖК «Лайнеръ»,"23,4 м²",,,13,17,2025,Сдан,,Новостройка,"23,4 м²",,,,1 совмещенный,,,"2 пассажирских, 2 грузовых",Монолитно-кирпичный,Есть,р-н Невский,120,3.0,"Ломоносовская, Пролетарская, Обухово","7 мин., 8 мин., 8 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"45 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 43,88 м²",ЖК «Квартал Заречье»,"43,88 м²",,,2,9,2027,Не сдан,,Новостройка,"43,88 м²",,,"2,7 м",,,,5 грузовых,Монолитный,Есть,р-н Колпинский,71Д,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"10 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 42,03 м²",ЖК «Квартал Заречье»,"42,03 м²",,,2,9,2026,Не сдан,,Новостройка,"42,03 м²",,,"2,7 м",,,,5 грузовых,Монолитный,Есть,р-н Колпинский,71,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"5 просмотров, нет за сегодня",,,
"Продается студия, 23,13 м²",ЖК «НОВАЯ ЗЕМЛЯ»,"23,13 м²",13 м²,"4,1 м²",2,15,2028,Не сдан,Предчистовая,Новостройка,"23,13 м²",13 м²,"4,1 м²","2,85 м",1 совмещенный,Во двор,Предчистовая,"2 пассажирских, 1 грузовой",Монолитный,Есть,р-н Василеостровский,,3.0,"Горный институт, Приморская, Василеостровская","15 мин., 13 мин., 15 мин.",LEGENDA Intelligent Development,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Архитектура, Входная группа",,False,"22 просмотра, нет за сегодня","Предчистовая, Без отделки",,
"Продается 1-комн. квартира, 39,6 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"39,6 м²","11,8 м²","18,8 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"39,6 м²","11,8 м²","18,8 м²","2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"6 просмотров, 2 за сегодня",,,
"Продается студия, 22,77 м²",ЖК «Цивилизация на Неве»,"22,77 м²","9,8 м²",,2,13,2027,Не сдан,Предчистовая,Новостройка,"22,77 м²","9,8 м²",,"2,97 м",1 совмещенный,На улицу,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Новочеркасская","7 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"6 просмотров, нет за сегодня",,,Наземная
"Продается студия, 25,9 м²",ЖК «Октябрьская набережная»,"25,9 м²","14,1 м²",,25,25,2026,Не сдан,Чистовая,Новостройка,"25,9 м²","14,1 м²",,"2,55 м",1 совмещенный,На улицу,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Невский,,3.0,"Ломоносовская, Улица Дыбенко, Пролетарская","6 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"190 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 35,58 м²",ЖК «Любоград»,"35,58 м²",13 м²,13 м²,1,4,2027,Не сдан,Чистовая,Новостройка,"35,58 м²",13 м²,13 м²,"2,77 м",,,Чистовая,7 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"11 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 35,25 м²",ЖК «Любоград»,"35,25 м²",12 м²,"15,7 м²",1,4,2027,Не сдан,Чистовая,Новостройка,"35,25 м²",12 м²,"15,7 м²","2,77 м",,,Чистовая,7 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"8 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 34,83 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"34,83 м²","14,6 м²",12 м²,2,5,2027,Не сдан,Чистовая,Новостройка,"34,83 м²","14,6 м²",12 м²,,,,Чистовая,,Монолитный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"26 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 34,83 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"34,83 м²","14,6 м²",12 м²,2,5,2027,Не сдан,Чистовая,Новостройка,"34,83 м²","14,6 м²",12 м²,,,,Чистовая,,Монолитный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"27 просмотров, 1 за сегодня",,,
"Продается студия, 24,7 м²",ЖК «FoRest Аквилон (Форест Аквилон)»,"24,7 м²",,,1,13,2023,Сдан,,Новостройка,"24,7 м²",,,"2,72 м",,,,,Монолитно-кирпичный,,р-н Приморский,87к1,3.0,"Комендантский проспект, Старая Деревня, Пионерская","7 мин., 10 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"48 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 40,58 м²",ЖК «Образцовый квартал 17»,"40,58 м²","16,3 м²","13,5 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,58 м²","16,3 м²","13,5 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",,,,,,,,True,"14 просмотров, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 40,08 м²",ЖК «Образцовый квартал 15»,"40,08 м²","14,4 м²","14,8 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,08 м²","14,4 м²","14,8 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,4к1,3.0,"Купчино, Звездная, Московская","20 мин., 17 мин., 21 мин.",,,,,,,,True,"нет просмотров, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 40,74 м²",ЖК «Образцовый квартал 16»,"40,74 м²","15,8 м²","15,5 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,74 м²","15,8 м²","15,5 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,3,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",,,,,,,,False,"2 просмотра, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 40,57 м²",ЖК «Образцовый квартал 16»,"40,57 м²","13,9 м²",17 м²,1,4,2026,Не сдан,Предчистовая,Новостройка,"40,57 м²","13,9 м²",17 м²,"2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,2,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 22 мин.",,,,,,,,True,"1 просмотр, нет за сегодня",,1 балкон,Наземная
"Продается студия, 27,7 м²",ЖК «Дубровский»,"27,7 м²","14,3 м²",,2,4,2025,Не сдан,Нет информации,Новостройка,"27,7 м²","14,3 м²",,,,,Нет информации,"8 пассажирских, 8 грузовых",Монолитно-кирпичный,,р-н Пушкинский,4,3.0,"Купчино, Звездная, Шушары","24 мин., 25 мин., 27 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"49 просмотров, 1 за сегодня","Чистовая, Предчистовая",,
"Продается 2-комн. квартира, 41 м²",ЖК «Аэросити 5»,41 м²,,,10,12,2025,Сдан,,Новостройка,41 м²,,,"2,72 м",,,,2 пассажирских,Монолитный,,р-н Пушкинский,3к2,3.0,"Купчино, Звездная, Шушары","11 мин., 11 мин., 14 мин.",ГК Лидер Групп,Комфорт,Монолитный,Подземная,Жилой комплекс,"Внутренний двор, Архитектура",,False,"58 просмотров, 17 за сегодня",,,Подземная
"Продается студия, 28,9 м²",ЖК «Клюква.Парк»,"28,9 м²",,,7,12,2028,Не сдан,Без отделки,Новостройка,"28,9 м²",,,"2,72 м",,,,"10 пассажирских, 10 грузовых",Монолитно-кирпичный,Есть,р-н Пушкинский,,3.0,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"1 просмотр, нет за сегодня",,,
"Продается 1-комн. квартира, 40,5 м²",ЖК «Образцовый квартал 6.4»,"40,5 м²","16,7 м²","10,3 м²",1,4,2028,Не сдан,Предчистовая,Новостройка,"40,5 м²","16,7 м²","10,3 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 22 мин.",,,,,,,,False,"3 просмотра, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 40,7 м²",ЖК «Образцовый квартал 16»,"40,7 м²","11,8 м²","11,8 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,7 м²","11,8 м²","11,8 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"2 просмотра, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 42,43 м²",ЖК «Образцовый квартал 14»,"42,43 м²","15,2 м²","15,1 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"42,43 м²","15,2 м²","15,1 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,8к1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"65 просмотров, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 44,14 м²",ЖК «Город-спутник Южный»,"44,14 м²",,,6,10,2027,Не сдан,Чистовая,Новостройка,"44,14 м²",,,"2,7 м",,,Чистовая,4 пассажирских,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Московская, Проспект Ветеранов, Звездная","30 мин., 32 мин., 28 мин.",ЗАСТРОЙ,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Архитектура, Входная группа, Лифт",,False,"854 просмотра, нет за сегодня",,,
"Продается студия, 25,9 м²",ЖК «Октябрьская набережная»,"25,9 м²","14,1 м²",,13,25,2026,Не сдан,Чистовая,Новостройка,"25,9 м²","14,1 м²",,"2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Невский,66к3,3.0,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"34 просмотра, 1 за сегодня",,,
"Продается студия, 24,37 м²",ЖК «ORO by Akvilon (ОРО от Аквилон)»,"24,37 м²",,,3,17,2027,Не сдан,Без отделки,Новостройка,"24,37 м²",,,"2,85 м",,Во двор,,,Монолитно-кирпичный,,р-н Московский,13ВА,3.0,"Звездная, Купчино, Московская","18 мин., 6 мин., 8 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,False,"1 просмотр, нет за сегодня",,,
"Продается 1-комн. квартира, 34,85 м²",ЖК «Юнтолово»,"34,85 м²","10,3 м²","15,2 м²",3,23,2026,Не сдан,Чистовая,Новостройка,"34,85 м²","10,3 м²","15,2 м²",,,На улицу и двор,Чистовая,1 грузовой,Монолитный,Есть,р-н Приморский,1к4,3.0,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,Отделка,,True,"7390 просмотров, 3 за сегодня","Чистовая, Предчистовая",1 лоджия,
"Продается 2-комн. квартира, 46,59 м²",ЖК «Город-спутник Южный»,"46,59 м²",,,2,10,2027,Не сдан,Чистовая,Новостройка,"46,59 м²",,,"2,7 м",,,Чистовая,5 пассажирских,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Московская, Звездная, Купчино","30 мин., 28 мин., 28 мин.",ЗАСТРОЙ,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Архитектура, Входная группа, Лифт",,False,"76 просмотров, 2 за сегодня",,,
"Продается 1-комн. квартира, 36,87 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"36,87 м²","11,1 м²",16 м²,1,5,2026,Не сдан,Чистовая,Новостройка,"36,87 м²","11,1 м²",16 м²,"2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Московская, Проспект Ветеранов, Купчино","19 мин., 21 мин., 22 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 38,5 м²",ЖК «Ручьи»,"38,5 м²","12,9 м²","16,3 м²",3,20,2027,Не сдан,Чистовая,Новостройка,"38,5 м²","12,9 м²","16,3 м²","2,55 м",1 совмещенный,Во двор,Чистовая,3 грузовых,Монолитный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 13 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"1 просмотр, нет за сегодня",,"1 лоджия, 1 балкон",
"Продается 1-комн. квартира, 43,8 м²",ЖК «Новикола»,"43,8 м²",,,2,8,2025,Сдан,,Новостройка,"43,8 м²",,,"2,85 м",,,,6 пассажирских,Монолитный,,р-н Красносельский,15к2,3.0,"Проспект Ветеранов, Ленинский проспект, Автово","24 мин., 24 мин., 26 мин.",ГК Технополис,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"37 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 36,09 м²",ЖК «Юнтолово»,"36,09 м²","16,3 м²","10,2 м²",4,23,2026,Не сдан,Чистовая,Новостройка,"36,09 м²","16,3 м²","10,2 м²",,,На улицу и двор,Чистовая,,Монолитный,,р-н Приморский,1к3,3.0,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,Отделка,,True,"879 просмотров, 3 за сегодня","Чистовая, Предчистовая",1 лоджия,
"Продается 1-комн. квартира, 36,42 м²",ЖК «Парадный ансамбль»,"36,42 м²","10,7 м²","18,4 м²",2,5,2028,Не сдан,Чистовая,Новостройка,"36,42 м²","10,7 м²","18,4 м²","2,77 м",,,Чистовая,"16 пассажирских, 16 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Проспект Ветеранов, Юго-Западная, Ленинский проспект","23 мин., 24 мин., 25 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"14 просмотров, нет за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 36,5 м²",ЖК «Univer City. Город возможностей»,"36,5 м²","17,1 м²","10,3 м²",1,4,2024,Сдан,Чистовая,Новостройка,"36,5 м²","17,1 м²","10,3 м²","2,68 м",,,Чистовая,,Монолитный,Есть,р-н Пушкинский,ш. Колпинское,3.0,"Купчино, Шушары, Звездная","17 мин., 17 мин., 18 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"121 просмотр, нет за сегодня","Чистовая с мебелью, Чистовая",1 лоджия,
"Продается 1-комн. квартира, 37,96 м²",ЖК «Univer City. Город возможностей»,"37,96 м²","10,5 м²","18,7 м²",1,4,2027,Не сдан,Чистовая,Новостройка,"37,96 м²","10,5 м²","18,7 м²","2,77 м",,,Чистовая,13 пассажирских,Монолитный,Есть,р-н Пушкинский,,3.0,"Купчино, Шушары, Дунайская","27 мин., 22 мин., 27 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"58 просмотров, нет за сегодня","Чистовая с мебелью, Чистовая",1 лоджия,
"Продается 1-комн. квартира, 37,5 м²",ЖК «GloraX Парголово (Глоракс Парголово)»,"37,5 м²","14,3 м²","11,3 м²",4,15,2026,Не сдан,Нет информации,Новостройка,"37,5 м²","14,3 м²","11,3 м²","2,6 м",,,Нет информации,,Монолитный,,р-н Выборгский,8к1,3.0,"Проспект Просвещения, Озерки, Парнас","11 мин., 12 мин., 13 мин.",GloraX,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"65 просмотров, нет за сегодня","Чистовая, Черновая",,
"Продается студия, 23,2 м²",ЖК «Гений»,"23,2 м²","9,1 м²",5 м²,9,14,2028,Не сдан,Предчистовая,Новостройка,"23,2 м²","9,1 м²",5 м²,"2,75 м",,,Предчистовая,4 грузовых,Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Проспект Большевиков, Ломоносовская","11 мин., 6 мин., 8 мин.",,,,,,,,False,"266 просмотров, 1 за сегодня",,,Подземная
"Продается студия, 21,6 м²",ЖК «Master Place (Мастер Плейс)»,"21,6 м²",,,5,19,2025,Сдан,,Новостройка,"21,6 м²",,,"2,75 м",,,,,Монолитно-кирпичный,,р-н Калининский,65к2,3.0,"Выборгская, Лесная, Площадь Ленина","22 мин., 5 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"97 просмотров, 2 за сегодня",,,
"Продается студия, 22,82 м²",ЖК «Титул в Московском»,"22,82 м²","16,1 м²",,6,12,2028,Не сдан,Чистовая,Новостройка,"22,82 м²","16,1 м²",,"2,77 м",,,Чистовая,"8 пассажирских, 8 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 5 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"21 просмотр, 1 за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 40,56 м²",ЖК «Образцовый квартал 15»,"40,56 м²","10,7 м²","19,3 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,56 м²","10,7 м²","19,3 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,6к1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"5 просмотров, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 39,5 м²",ЖК «Simple (Симпл)»,"39,5 м²","10,4 м²","17,7 м²",5,26,2023,Сдан,Без отделки,Новостройка,"39,5 м²","10,4 м²","17,7 м²","2,65 м",1 совмещенный,,Без отделки,,Монолитно-кирпичный,,р-н Пушкинский,2к3,3.0,"Купчино, Звездная, Шушары","8 мин., 9 мин., 11 мин.",ГК «Bau City Development»,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Парковка, Архитектура, Входная группа, Лифт",,True,"1030 просмотров, 3 за сегодня","Черновая, Без отделки, Предчистовая",1 балкон,
"Продается 1-комн. квартира, 40,81 м²",ЖК «Образцовый квартал 15»,"40,81 м²","16,7 м²","14,1 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"40,81 м²","16,7 м²","14,1 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,4к1,3.0,"Купчино, Звездная, Московская","20 мин., 17 мин., 21 мин.",,,,,,,,True,"нет просмотров, нет за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 38,32 м²",ЖК «Юнтолово»,"38,32 м²",11 м²,"14,9 м²",2,23,2026,Не сдан,Чистовая,Новостройка,"38,32 м²",11 м²,"14,9 м²",,,На улицу и двор,Чистовая,1 грузовой,Монолитный,Есть,р-н Приморский,1к4,3.0,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,Отделка,,True,"250 просмотров, 1 за сегодня","Чистовая, Предчистовая",1 лоджия,
"Продается 1-комн. квартира, 37,41 м²",ЖК «Юнтолово»,"37,41 м²","16,8 м²","11,1 м²",3,23,2026,Не сдан,Чистовая,Новостройка,"37,41 м²","16,8 м²","11,1 м²",,,На улицу и двор,,,Монолитный,,ул. Ивинская,,3.0,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",,,,,,,,False,"573 просмотра, 1 за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 43,23 м²",ЖК «Образцовый квартал 14»,"43,23 м²","19,1 м²","14,5 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"43,23 м²","19,1 м²","14,5 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,8к1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"32 просмотра, 1 за сегодня",,1 балкон,Наземная
"Продается студия, 21,06 м²",ЖК «Аурум»,"21,06 м²",,,3,15,2029,Не сдан,,Новостройка,"21,06 м²",,,"2,74 м",,,,"2 пассажирских, 2 грузовых",Монолитно-кирпичный,Есть,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"3 просмотра, нет за сегодня",,,
