title,residential_complex,char_total_area,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_высота_потолков,char_flat_вид_из_окон,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_living_area,char_площадь кухни,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_санузел,char_flat_балкон/лоджия,char_flat_отделка,char_building_количество_лифтов,char_building_парковка,hc_decoration_options,char_building_пандус
"Продается 2-комн. квартира, 45,4 м²",ЖК «Цветной Город»,"45,4 м²",3,25,2025,Не сдан,Чистовая,Новостройка,"45,4 м²","2,57 м",Во двор,Монолитный,р-н Красногвардейский,,3,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"2 просмотра, нет за сегодня","27,3 м²","9,9 м²","27,3 м²","9,9 м²",1 раздельный,,Чистовая,"1 пассажирский, 1 грузовой",Наземная,"Чистовая, Чистовая с мебелью",
"Продается студия, 21,38 м²",ЖК «Астра Континенталь»,"21,38 м²",2,12,2028,Не сдан,Чистовая,Новостройка,"21,38 м²","2,77 м",,Монолитно-кирпичный,р-н Невский,,3,"Елизаровская, Площадь Александра Невского, Обводный канал","16 мин., 7 мин., 8 мин.",Setl Group,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"13 просмотров, 1 за сегодня","15,2 м²",,"15,2 м²",,,1 балкон,Чистовая,"23 пассажирских, 23 грузовых",Подземная,,
"Продается 1-комн. квартира, 36,3 м²",ЖК «Клюква.Парк»,"36,3 м²",9,12,2028,Не сдан,Без отделки,Новостройка,"36,3 м²","2,72 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"нет просмотров, нет за сегодня",,,,,,,,"10 пассажирских, 10 грузовых",,,Есть
"Продается 1-комн. квартира, 33,34 м²",ЖК «Ultra City 3.0 (Ультра Сити 3.0)»,"33,34 м²",5,17,2028,Не сдан,Предчистовая,Новостройка,"33,34 м²","2,75 м",,Монолитно-кирпичный,р-н Приморский,,3,"Комендантский проспект, Пионерская, Удельная","11 мин., 12 мин., 12 мин.",RBI,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"3 просмотра, нет за сегодня","10,7 м²","13,6 м²","10,7 м²","13,6 м²",,,Предчистовая,2 пассажирских,Наземная,,Есть
"Продается 1-комн. квартира, 32,41 м²",ЖК «Ultra City 3.0 (Ультра Сити 3.0)»,"32,41 м²",12,17,2028,Не сдан,Предчистовая,Новостройка,"32,41 м²","2,75 м",,Монолитно-кирпичный,р-н Приморский,,3,"Комендантский проспект, Пионерская, Удельная","11 мин., 12 мин., 12 мин.",RBI,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"19 просмотров, 1 за сегодня","10,8 м²","13,6 м²","10,8 м²","13,6 м²",,,Предчистовая,2 пассажирских,Наземная,,Есть
"Продается студия, 25,65 м²",ЖК «Титул в Московском»,"25,65 м²",2,12,2026,Не сдан,Чистовая,Новостройка,"25,65 м²","2,77 м",,Монолитно-кирпичный,р-н Московский,80к1,3,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 6 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"40 просмотров, нет за сегодня","18,5 м²",,"18,5 м²",,,1 балкон,Чистовая,6 грузовых,,,
"Продается 1-комн. квартира, 27,72 м²",ЖК «НИГИЛИСТ»,"27,72 м²",2,13,2028,Не сдан,Предчистовая,Новостройка,"27,72 м²","2,74 м",,Монолитно-кирпичный,р-н Фрунзенский,,3,"Бухарестская, Международная, Волковская","12 мин., 20 мин., 6 мин.",ГК «Bau City Development»,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,False,"679 просмотров, 11 за сегодня","7,9 м²",,"7,9 м²",,,,Предчистовая,"3 пассажирских, 3 грузовых",,"Чистовая, Предчистовая, Без отделки",
"Продается 2-комн. квартира, 59,6 м²",ЖК «Аэросити 4»,"59,6 м²",2,12,2025,Сдан,,Новостройка,"59,6 м²","2,72 м",,Монолитный,р-н Пушкинский,3к1,3,"Купчино, Звездная, Шушары","11 мин., 11 мин., 14 мин.",ГК Лидер Групп,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Внутренний двор, Архитектура",,True,"135 просмотров, 5 за сегодня",,,,,,,,,,,Есть
"Продается 1-комн. квартира, 46,93 м²",ЖК «Юнтолово»,"46,93 м²",8,23,2026,Не сдан,Чистовая,Новостройка,"46,93 м²","2,76 м",На улицу и двор,Монолитный,ЮНТОЛОВО жилой комплекс,,3,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",,,,,,,,False,"2169 просмотров, 4 за сегодня","15,4 м²","19,8 м²","15,4 м²","19,8 м²",,1 лоджия,,2 грузовых,,,Есть
"Продается студия, 33,3 м²",ЖК «Клюква.Парк»,"33,3 м²",10,12,2028,Не сдан,Без отделки,Новостройка,"33,3 м²","2,72 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"4 просмотра, нет за сегодня",,,,,,,,"10 пассажирских, 10 грузовых",,,Есть
"Продается студия, 22,09 м²",ЖК «Setl Ривьера»,"22,09 м²",16,17,2028,Не сдан,Чистовая,Новостройка,"22,09 м²","2,77 м",,Монолитно-кирпичный,р-н Невский,,3,"Проспект Большевиков, Новочеркасская, Ломоносовская","7 мин., 6 мин., 7 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"2 просмотра, 1 за сегодня","15,3 м²",,"15,3 м²",,,1 лоджия,Чистовая,26 пассажирских,,,
"Продается 1-комн. квартира, 33,1 м²",ЖК «Академик»,"33,1 м²",11,12,2025,Не сдан,Без отделки,Новостройка,"33,1 м²",3 м,,Монолитно-кирпичный,р-н Красногвардейский,,3,"Девяткино, Академическая, Гражданский проспект","9 мин., 12 мин., 12 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,True,"54 просмотра, нет за сегодня","12,7 м²","13,4 м²","12,7 м²","13,4 м²",1 совмещенный,,,,Подземная,,
"Продается 1-комн. квартира, 33,4 м²",ЖК «Академик»,"33,4 м²",11,12,2025,Сдан,Без отделки,Новостройка,"33,4 м²",3 м,,Монолитно-кирпичный,р-н Красногвардейский,142к1,3,"Девяткино, Академическая, Гражданский проспект","8 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,True,"160 просмотров, 2 за сегодня","13,2 м²","9,7 м²","13,2 м²","9,7 м²",1 совмещенный,,,,Подземная,,Есть
"Продается 1-комн. квартира, 36,6 м²",ЖК «Академик»,"36,6 м²",8,12,2025,Сдан,Без отделки,Новостройка,"36,6 м²",3 м,,Монолитно-кирпичный,р-н Красногвардейский,142к1,3,"Девяткино, Академическая, Гражданский проспект","8 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,True,"196 просмотров, 3 за сегодня","15,5 м²","9,4 м²","15,5 м²","9,4 м²",1 совмещенный,,,,Подземная,,Есть
"Продается 2-комн. квартира, 52,78 м²",ЖК «Аэросити Life (Аэросити Лайф)»,"52,78 м²",5,12,2027,Не сдан,,Новостройка,"52,78 м²","2,7 м",,Панельный,р-н Пушкинский,,3,"Купчино, Звездная, Шушары","9 мин., 10 мин., 12 мин.",,,,,,,,False,"254 просмотра, 9 за сегодня",,,,,,,,"7 пассажирских, 7 грузовых",,,
"Продается студия, 24,62 м²",ЖК «Аурум»,"24,62 м²",3,15,2029,Не сдан,,Новостройка,"24,62 м²","2,74 м",,Монолитно-кирпичный,р-н Калининский,,3,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"нет просмотров, нет за сегодня",,,,,,,,"2 пассажирских, 2 грузовых",,,Есть
"Продается 2-комн. квартира, 50,42 м²",ЖК «Квартал Заречье»,"50,42 м²",3,9,2027,Не сдан,,Новостройка,"50,42 м²","2,7 м",,Монолитный,р-н Колпинский,71Д,3,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"41 просмотр, 4 за сегодня",,,,,,,,5 грузовых,,,Есть
"Продается 2-комн. квартира, 54,83 м²",ЖК «Город-спутник Южный»,"54,83 м²",3,9,2027,Не сдан,Чистовая,Новостройка,"54,83 м²",3 м,,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Купчино, Проспект Ветеранов","28 мин., 28 мин., 28 мин.",ЗАСТРОЙ,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Архитектура, Входная группа, Лифт",,False,"18 просмотров, 3 за сегодня",,,,,,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 39,9 м²",ЖК «Пулково Лейк»,"39,9 м²",1,4,2026,Не сдан,Чистовая,Новостройка,"39,9 м²","2,6 м",Во двор,Панельный,р-н Пушкинский,,3,"Московская, Купчино, Звездная","22 мин., 20 мин., 21 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"32 просмотра, 1 за сегодня","10,6 м²",16 м²,"10,6 м²",16 м²,1 совмещенный,,Чистовая,"1 пассажирский, 8 грузовых",Подземная,,
"Продается студия, 30,8 м²",ЖК «Руднева 15»,"30,8 м²",2,12,2024,Сдан,Чистовая,Новостройка,"30,8 м²","2,63 м",Во двор,Монолитный,р-н Выборгский,15,3,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 7 мин., 7 мин.",,,,,,,,False,"133 просмотра, 1 за сегодня","19,5 м²",,"19,5 м²",,1 совмещенный,,Чистовая,,,,
"Продается 1-комн. квартира, 37,8 м²",ЖК «Октябрьская набережная»,"37,8 м²",13,25,2026,Не сдан,Чистовая,Новостройка,"37,8 м²","2,55 м",На улицу,Монолитный,р-н Невский,,3,"Ломоносовская, Улица Дыбенко, Пролетарская","6 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"191 просмотр, 2 за сегодня","13,1 м²",17 м²,"13,1 м²",17 м²,1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 37,7 м²",ЖК «Октябрьская набережная»,"37,7 м²",21,25,2026,Не сдан,Чистовая,Новостройка,"37,7 м²","2,55 м",Во двор,Монолитный,р-н Невский,66к4,3,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"184 просмотра, 1 за сегодня","13,1 м²","16,9 м²","13,1 м²","16,9 м²",1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 41,02 м²",ЖК «Любоград»,"41,02 м²",1,4,2026,Не сдан,Чистовая,Новостройка,"41,02 м²","2,77 м",,Монолитно-кирпичный,р-н Петродворцовый,,3,"Ленинский проспект, Проспект Ветеранов, Автово","17 мин., 19 мин., 19 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"71 просмотр, нет за сегодня",15 м²,"15,8 м²",15 м²,"15,8 м²",,,Чистовая,7 пассажирских,,,
"Продается 2-комн. квартира, 42,8 м²",ЖК «Цветной Город»,"42,8 м²",25,25,2025,Не сдан,Чистовая,Новостройка,"42,8 м²","2,58 м",Во двор,Монолитный,р-н Красногвардейский,,3,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"2 просмотра, нет за сегодня","22,9 м²","13,3 м²","22,9 м²","13,3 м²",1 совмещенный,1 лоджия,Чистовая,"1 пассажирский, 1 грузовой",Наземная,"Чистовая, Чистовая с мебелью",
"Продается 1-комн. квартира, 34,6 м²",ЖК «Клюква.Парк»,"34,6 м²",2,12,2028,Не сдан,Без отделки,Новостройка,"34,6 м²","2,72 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"1 просмотр, нет за сегодня",,,,,,,,"10 пассажирских, 10 грузовых",,,Есть
"Продается 1-комн. квартира, 39,42 м²",ЖК «Дубровский»,"39,42 м²",1,4,2027,Не сдан,С отделкой,Новостройка,"39,42 м²",,,Монолитно-кирпичный,р-н Пушкинский,,3,"Купчино, Звездная, Шушары","24 мин., 25 мин., 27 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"1 просмотр, нет за сегодня","13,1 м²","15,9 м²","13,1 м²","15,9 м²",,,С отделкой,,,"Чистовая, Предчистовая",
"Продается студия, 21,93 м²",ЖК «Астра Континенталь»,"21,93 м²",2,11,2028,Не сдан,Чистовая,Новостройка,"21,93 м²","2,77 м",,Монолитно-кирпичный,р-н Невский,,3,"Елизаровская, Площадь Александра Невского, Обводный канал","16 мин., 7 мин., 8 мин.",Setl Group,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"3 просмотра, 1 за сегодня","15,3 м²",,"15,3 м²",,,,Чистовая,"23 пассажирских, 23 грузовых",Подземная,,
"Продается 2-комн. квартира, 60,45 м²",ЖК «UP-квартал Новый Московский»,"60,45 м²",4,10,2025,Сдан,Без отделки,Новостройка,"60,45 м²","2,7 м",На улицу и двор,Монолитно-кирпичный,р-н Пушкинский,329к1,3,"Купчино, Шушары, Дунайская","22 мин., 16 мин., 21 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"55 просмотров, нет за сегодня","26,9 м²","16,8 м²","26,9 м²","16,8 м²",,,Без отделки,"1 пассажирский, 1 грузовой",,"Чистовая, Черновая, Без отделки",Есть
"Продается 1-комн. квартира, 34,4 м²",ЖК «Монография»,"34,4 м²",2,12,2025,Сдан,,Новостройка,"34,4 м²","2,72 м",,Монолитный,р-н Пушкинский,14к1,3,"Звездная, Купчино, Шушары","10 мин., 13 мин., 13 мин.",Группа Эталон,Комфорт,Монолитный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"10 просмотров, 2 за сегодня",,,,,,,,30 пассажирских,,,Есть
"Продается 1-комн. квартира, 34,7 м²",ЖК «Лайнеръ»,"34,7 м²",13,17,2025,Сдан,,Новостройка,"34,7 м²",,,Монолитно-кирпичный,р-н Невский,120,3,"Ломоносовская, Пролетарская, Обухово","7 мин., 8 мин., 8 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"38 просмотров, нет за сегодня",,,,,1 совмещенный,,,"2 пассажирских, 2 грузовых",,,Есть
"Продается студия, 19,01 м²",ЖК «Гранат»,"19,01 м²",10,13,2028,Не сдан,,Новостройка,"19,01 м²","2,73 м",,Монолитно-кирпичный,р-н Фрунзенский,,3,"Бухарестская, Международная, Волковская","16 мин., 4 мин., 6 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"48 просмотров, 2 за сегодня",,,,,,,,,,,
"Продается 1-комн. квартира, 35,69 м²",ЖК «Бионика Заповедная»,"35,69 м²",7,12,2027,Не сдан,Чистовая,Новостройка,"35,69 м²","2,77 м",,Монолитно-кирпичный,р-н Приморский,20к1,3,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"16 просмотров, 1 за сегодня","17,1 м²","10,1 м²","17,1 м²","10,1 м²",,1 лоджия,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается студия, 31 м²",ЖК «Руднева 15»,31 м²,1,13,2024,Сдан,Чистовая,Новостройка,31 м²,"2,63 м",Во двор,Монолитный,р-н Выборгский,2к2,3,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 6 мин., 7 мин.",,,,,,,,False,"18 просмотров, 1 за сегодня","21,1 м²",,"21,1 м²",,1 совмещенный,,Чистовая,,,,
"Продается студия, 31,3 м²",ЖК «Руднева 15»,"31,3 м²",1,13,2024,Сдан,Чистовая,Новостройка,"31,3 м²","2,63 м",Во двор,Монолитный,р-н Выборгский,2к1,3,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 6 мин., 7 мин.",,,,,,,,False,"75 просмотров, 1 за сегодня","21,5 м²",,"21,5 м²",,1 совмещенный,,Чистовая,,,,
"Продается 1-комн. квартира, 32,42 м²",ЖК «Бионика Заповедная»,"32,42 м²",9,12,2027,Не сдан,Чистовая,Новостройка,"32,42 м²","2,77 м",,Монолитно-кирпичный,р-н Приморский,,3,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 14 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"105 просмотров, 2 за сегодня","10,3 м²","14,7 м²","10,3 м²","14,7 м²",,1 лоджия,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 34,2 м²",ЖК «Бионика Заповедная»,"34,2 м²",2,12,2026,Не сдан,Чистовая,Новостройка,"34,2 м²","2,77 м",,Монолитно-кирпичный,,,3,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 14 мин.",,,,,,,,False,"21 просмотр, нет за сегодня",10 м²,13 м²,10 м²,13 м²,,1 лоджия,,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 33,7 м²",ЖК «Бионика Заповедная»,"33,7 м²",1,12,2026,Не сдан,Чистовая,Новостройка,"33,7 м²","2,77 м",,Монолитно-кирпичный,р-н Приморский,20к2,3,"Проспект Просвещения, Парнас, Озерки","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"16 просмотров, нет за сегодня",10 м²,"15,5 м²",10 м²,"15,5 м²",,1 лоджия,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 36,68 м²",ЖК «Окла (Okla)»,"36,68 м²",1,7,2027,Не сдан,,Новостройка,"36,68 м²",,,Монолитный,р-н Приморский,,3,"Проспект Просвещения, Озерки, Парнас","11 мин., 11 мин., 12 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"4 просмотра, нет за сегодня",,,,,,,,,,,
"Продается 2-комн. квартира, 33,96 м²",ЖК «Окла (Okla)»,"33,96 м²",5,7,2027,Не сдан,,Новостройка,"33,96 м²",,,Монолитный,р-н Приморский,,3,"Проспект Просвещения, Озерки, Парнас","11 мин., 11 мин., 12 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"10 просмотров, 2 за сегодня",,,,,,,,,,,
"Продается студия, 21,8 м²",ЖК «Витебский парк»,"21,8 м²",11,12,2028,Не сдан,Чистовая,Новостройка,"21,8 м²","2,62 м",На улицу,Монолитный,р-н Фрунзенский,,3,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"6 просмотров, нет за сегодня","11,2 м²",5 м²,"11,2 м²",5 м²,1 совмещенный,,Чистовая,2 пассажирских,Открытая,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 33,7 м²",ЖК «Академик»,"33,7 м²",12,12,2025,Сдан,Без отделки,Новостройка,"33,7 м²",3 м,,Монолитно-кирпичный,р-н Красногвардейский,142к1,3,"Девяткино, Академическая, Гражданский проспект","8 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,True,"88 просмотров, 1 за сегодня","13,2 м²","9,6 м²","13,2 м²","9,6 м²",1 совмещенный,,,,Подземная,,Есть
"Продается 1-комн. квартира, 50,43 м²",ЖК «Новикола»,"50,43 м²",5,8,2025,Сдан,,Новостройка,"50,43 м²","2,85 м",,Монолитный,р-н Красносельский,15к2,3,"Проспект Ветеранов, Ленинский проспект, Автово","24 мин., 24 мин., 26 мин.",ГК Технополис,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"69 просмотров, 2 за сегодня",,,,,,,,6 пассажирских,,,
"Продается студия, 23,3 м²",ЖК «Гранат»,"23,3 м²",1,13,2028,Не сдан,,Новостройка,"23,3 м²","2,73 м",,Монолитно-кирпичный,р-н Фрунзенский,,3,"Бухарестская, Международная, Волковская","16 мин., 4 мин., 6 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"3 просмотра, нет за сегодня",,,,,,,,,,,
"Продается студия, 23,51 м²",ЖК «Respect (Респект)»,"23,51 м²",4,13,2027,Не сдан,Предчистовая,Новостройка,"23,51 м²","2,7 м",Во двор,Монолитный,р-н Калининский,87,3,"Выборгская, Лесная, Площадь Мужества","7 мин., 17 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"15 просмотров, 7 за сегодня",9 м²,5 м²,9 м²,5 м²,1 совмещенный,1 балкон,Предчистовая,"1 пассажирский, 1 грузовой",,"Чистовая, Предчистовая",
"Продается студия, 23,21 м²",ЖК «Respect (Респект)»,"23,21 м²",7,13,2027,Не сдан,Предчистовая,Новостройка,"23,21 м²","2,7 м",Во двор,Монолитный,р-н Калининский,87,3,"Лесная, Выборгская, Площадь Мужества","17 мин., 7 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"4 просмотра, 2 за сегодня",9 м²,5 м²,9 м²,5 м²,1 совмещенный,1 балкон,Предчистовая,"1 пассажирский, 1 грузовой",,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 45,11 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"45,11 м²",1,5,2026,Не сдан,Чистовая,Новостройка,"45,11 м²","2,89 м",На улицу и двор,Монолитный,р-н Московский,,3,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","24 мин., 25 мин., 25 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"1 просмотр, нет за сегодня","13,2 м²",15 м²,"13,2 м²",15 м²,"1 совмещенный, 1 раздельный",,Чистовая,1 грузовой,,,
"Продается 2-комн. квартира, 55,52 м²",ЖК «Город-спутник Южный»,"55,52 м²",2,9,2027,Не сдан,Чистовая,Новостройка,"55,52 м²",3 м,,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Купчино, Проспект Ветеранов","28 мин., 28 мин., 28 мин.",ЗАСТРОЙ,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Архитектура, Входная группа, Лифт",,False,"6 просмотров, нет за сегодня",,,,,,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 36,9 м²",ЖК «Октябрьская набережная»,"36,9 м²",15,25,2026,Не сдан,Чистовая,Новостройка,"36,9 м²","2,55 м",Во двор,Монолитный,р-н Невский,66к3,3,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"7 просмотров, нет за сегодня","11,4 м²","18,6 м²","11,4 м²","18,6 м²",1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 36,4 м²",ЖК «Октябрьская набережная»,"36,4 м²",15,25,2026,Не сдан,Чистовая,Новостройка,"36,4 м²","2,55 м",Во двор,Монолитный,р-н Невский,66к3,3,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"38 просмотров, нет за сегодня","13,1 м²","16,4 м²","13,1 м²","16,4 м²",1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 33,89 м²",ЖК «Кинопарк»,"33,89 м²",1,9,2028,Не сдан,Без отделки,Новостройка,"33,89 м²",3 м,На улицу,Монолитно-кирпичный,р-н Красносельский,,3,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","9 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,"Монолитно-кирпичный, монолитный","Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"25 просмотров, 1 за сегодня","13,6 м²","10,2 м²","13,6 м²","10,2 м²",1 совмещенный,,,14 пассажирских,,,Есть
