title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_балкон/лоджия,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_building_парковка,char_building_пандус,hc_decoration_options
"Продается 1-комн. квартира, 36,2 м²",ЖК «FoRest Аквилон (Форест Аквилон)»,"36,2 м²",,,1,13,2023,Сдан,,Новостройка,"36,2 м²",,,"2,72 м",,,,,,Монолитно-кирпичный,р-н Приморский,87к1,3.0,"Комендантский проспект, Старая Деревня, Пионерская","7 мин., 10 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"526 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 37,72 м²",ЖК «Аурум»,"37,72 м²",,,1,15,2029,Не сдан,,Новостройка,"37,72 м²",,,"2,74 м",,,,,6 пассажирских,Монолитно-кирпичный,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"1 просмотр, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 67,1 м²",ЖК «Квартал Заречье»,"67,1 м²",,,2,9,2027,Не сдан,,Новостройка,"67,1 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,71Д,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"4 просмотра, нет за сегодня",,Есть,
"Продается студия, 26,4 м²",ЖК «ЛСР. Измайловский»,"26,4 м²","12,6 м²",,2,11,2027,Не сдан,Предчистовая,Новостройка,"26,4 м²","12,6 м²",,"2,5 м",1 совмещенный,,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Адмиралтейский,,3.0,"Балтийская, Технологический институт, Фрунзенская","14 мин., 11 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Гостевая,Жилой комплекс,"Внутренний двор, Архитектура",,True,"136 просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 53,9 м²",ЖК «Ручьи»,"53,9 м²","25,3 м²","15,8 м²",2,17,2026,Не сдан,Чистовая,Новостройка,"53,9 м²","25,3 м²","15,8 м²","2,55 м","1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"66 просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 56,4 м²",ЖК «Ручьи»,"56,4 м²","26,8 м²","16,6 м²",2,21,2026,Не сдан,Чистовая,Новостройка,"56,4 м²","26,8 м²","16,6 м²","2,55 м","1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",На улицу и двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"167 просмотров, 1 за сегодня",,Есть,
"Продается 2-комн. квартира, 50,9 м²",ЖК «Ручьи»,"50,9 м²","21,2 м²","14,8 м²",20,22,2027,Не сдан,Чистовая,Новостройка,"50,9 м²","21,2 м²","14,8 м²","2,55 м","1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",На улицу и двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"21 просмотр, нет за сегодня",Наземная,Есть,
"Продается 2-комн. квартира, 58,8 м²",ЖК «Цветной Город»,"58,8 м²","25,9 м²","13,6 м²",19,23,2025,Не сдан,Чистовая,Новостройка,"58,8 м²","25,9 м²","13,6 м²","2,57 м",1 раздельный,1 балкон,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"нет просмотров, нет за сегодня",Наземная,,"Чистовая, Чистовая с мебелью"
"Продается 1-комн. квартира, 34,6 м²",ЖК «Морская миля»,"34,6 м²",12 м²,"16,8 м²",23,23,2025,Сдан,Чистовая,Новостройка,"34,6 м²",12 м²,"16,8 м²","2,57 м",1 совмещенный,,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красносельский,22к3,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 17 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"290 просмотров, 9 за сегодня",,,
"Продается 3-комн. квартира, 69,38 м²",ЖК «Аэросити Life (Аэросити Лайф)»,"69,38 м²",,,3,12,2027,Не сдан,,Новостройка,"69,38 м²",,,"2,7 м",,,,,"7 пассажирских, 7 грузовых",Панельный,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","9 мин., 10 мин., 12 мин.",,,,,,,,False,"199 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 33,9 м²",ЖК «Витебский парк»,"33,9 м²",10 м²,"16,7 м²",3,12,2028,Не сдан,С отделкой,Новостройка,"33,9 м²",10 м²,"16,7 м²","2,68 м",1 совмещенный,,На улицу,С отделкой,2 пассажирских,Монолитный,р-н Фрунзенский,,3.0,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,False,"29 просмотров, нет за сегодня",Открытая,,"Чистовая, Предчистовая"
"Продается 1-комн. квартира, 34,8 м²",ЖК «Гений»,"34,8 м²","10,2 м²","13,4 м²",9,20,2028,Не сдан,Предчистовая,Новостройка,"34,8 м²","10,2 м²","13,4 м²","2,75 м",,,,Предчистовая,4 грузовых,Монолитный,р-н Невский,,3.0,"Улица Дыбенко, Проспект Большевиков, Ломоносовская","13 мин., 6 мин., 9 мин.",,,,,,,,False,"26 просмотров, нет за сегодня",Подземная,Есть,
"Продается 1-комн. квартира, 40,6 м²",ЖК «Антверпен»,"40,6 м²",,,2,13,2029,Не сдан,Предчистовая,Новостройка,"40,6 м²",,,"2,7 м",,,,Предчистовая,"2 пассажирских, 2 грузовых",Монолитно-кирпичный,р-н Фрунзенский,,3.0,"Купчино, Дунайская, Звездная","16 мин., 5 мин., 6 мин.",,,,,,,,False,"686 просмотров, 15 за сегодня",,,
"Продается студия, 27,29 м²",ЖК «Знатный»,"27,29 м²",,,5,12,2027,Не сдан,,Новостройка,"27,29 м²",,,"2,9 м",,,,,,Монолитно-кирпичный,р-н Московский,21Д,3.0,"Московские ворота, Электросила, Фрунзенская","14 мин., 17 мин., 5 мин.",,,,,,,,True,"21 просмотр, 1 за сегодня",,Есть,
"Продается 2-комн. квартира, 44,06 м²",ЖК «Аквилон All In 3.0»,"44,06 м²",,,10,12,2025,Не сдан,,Новостройка,"44,06 м²",,,"2,72 м",,,,,11 грузовых,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Купчино, Шушары","12 мин., 13 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"11 просмотров, 3 за сегодня",,,
"Продается 2-комн. квартира, 37,65 м²",ЖК «Аквилон All In 3.0»,"37,65 м²",,,12,12,2025,Не сдан,,Новостройка,"37,65 м²",,,"2,72 м",,,,,11 грузовых,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Купчино, Шушары","12 мин., 13 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"5 просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 51,16 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"51,16 м²","27,7 м²","11,6 м²",4,5,2027,Не сдан,Чистовая,Новостройка,"51,16 м²","27,7 м²","11,6 м²",,,,,Чистовая,,Монолитный,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"78 просмотров, 1 за сегодня",,,
"Продается 2-комн. квартира, 60,65 м²",ЖК «Образцовый квартал 15»,"60,65 м²","31,5 м²",11 м²,4,4,2026,Не сдан,Предчистовая,Новостройка,"60,65 м²","31,5 м²",11 м²,"2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,6к1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"290 просмотров, 18 за сегодня",Наземная,,
"Продается 2-комн. квартира, 68,26 м²",ЖК «Квартал Заречье»,"68,26 м²",,,5,9,2027,Не сдан,,Новостройка,"68,26 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Обухово, Пролетарская","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"15 просмотров, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 36,35 м²",ЖК «Гранат»,"36,35 м²",,,1,13,2028,Не сдан,,Новостройка,"36,35 м²",,,"2,73 м",,,,,,Монолитно-кирпичный,р-н Фрунзенский,,3.0,"Бухарестская, Международная, Волковская","16 мин., 4 мин., 6 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"54 просмотра, 1 за сегодня",,,
"Продается 2-комн. квартира, 49,9 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"49,9 м²","26,5 м²","12,3 м²",2,5,2027,Не сдан,Чистовая,Новостройка,"49,9 м²","26,5 м²","12,3 м²","2,89 м",1 совмещенный,,На улицу и двор,Чистовая,1 грузовой,Монолитный,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"нет просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 35,37 м²",ЖК «Цивилизация на Неве»,"35,37 м²","10,5 м²","14,4 м²",16,18,2027,Не сдан,Предчистовая,Новостройка,"35,37 м²","10,5 м²","14,4 м²","2,82 м","1 совмещенный, 1 раздельный",1 лоджия,На улицу и двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"29 просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 53,5 м²",ЖК «Ручьи»,"53,5 м²","22,7 м²","15,7 м²",4,20,2027,Не сдан,Чистовая,Новостройка,"53,5 м²","22,7 м²","15,7 м²","2,55 м","1 совмещенный, 1 раздельный",1 балкон,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"4 просмотра, нет за сегодня",,,
"Продается 2-комн. квартира, 53 м²",ЖК «Ручьи»,53 м²,"22,5 м²","15,6 м²",3,20,2027,Не сдан,Чистовая,Новостройка,53 м²,"22,5 м²","15,6 м²","2,55 м","1 совмещенный, 1 раздельный",1 балкон,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"21 просмотр, нет за сегодня",,,
"Продается 1-комн. квартира, 35,8 м²",ЖК «ЛСР. Большая Охта»,"35,8 м²","11,2 м²","17,2 м²",2,10,2027,Не сдан,Предчистовая,Новостройка,"35,8 м²","11,2 м²","17,2 м²","2,72 м",1 совмещенный,,Во двор,Предчистовая,8 грузовых,Монолитный,р-н Красногвардейский,,3.0,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"19 просмотров, 1 за сегодня",,,
"Продается 2-комн. квартира, 56,5 м²",ЖК «Ручьи»,"56,5 м²","26,9 м²","16,5 м²",17,21,2026,Не сдан,Чистовая,Новостройка,"56,5 м²","26,9 м²","16,5 м²","2,55 м","1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",На улицу и двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"27 просмотров, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 34,4 м²",ЖК «Морская миля»,"34,4 м²","11,9 м²","16,7 м²",23,23,2025,Сдан,Чистовая,Новостройка,"34,4 м²","11,9 м²","16,7 м²","2,56 м",1 совмещенный,,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красносельский,22к2,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"46 просмотров, 4 за сегодня",,,
"Продается 1-комн. квартира, 34,5 м²",ЖК «Морская миля»,"34,5 м²","11,9 м²","16,8 м²",23,23,2025,Сдан,Чистовая,Новостройка,"34,5 м²","11,9 м²","16,8 м²","2,56 м",1 совмещенный,,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красносельский,22к2,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"24 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 34,9 м²",ЖК «Витебский парк»,"34,9 м²","10,2 м²","17,6 м²",2,12,2028,Не сдан,Предчистовая,Новостройка,"34,9 м²","10,2 м²","17,6 м²","2,68 м",1 совмещенный,,На улицу,Предчистовая,2 пассажирских,Монолитный,р-н Фрунзенский,,3.0,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"218 просмотров, нет за сегодня",Открытая,,"Чистовая, Предчистовая"
"Продается 2-комн. квартира, 55,83 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"55,83 м²","24,6 м²","16,1 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"55,83 м²","24,6 м²","16,1 м²",,,,,Чистовая,,Монолитный,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"42 просмотра, 1 за сегодня",,,
"Продается студия, 29,58 м²",ЖК «17 линия»,"29,58 м²","3,8 м²","20,7 м²",1,10,2028,Не сдан,Чистовая,Новостройка,"29,58 м²","3,8 м²","20,7 м²","2,73 м",1 совмещенный,1 балкон,,Чистовая,"7 пассажирских, 11 грузовых",Монолитный,р-н Василеостровский,,3.0,"Василеостровская, Горный институт, Приморская","23 мин., 25 мин., 5 мин.",,,,,,,,False,"18 просмотров, 1 за сегодня",,,"Чистовая, Предчистовая"
"Продается 2-комн. квартира, 62,82 м²",ЖК «Образцовый квартал 6.4»,"62,82 м²","26,7 м²","17,8 м²",1,4,2028,Не сдан,Предчистовая,Новостройка,"62,82 м²","26,7 м²","17,8 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 22 мин.",,,,,,,,True,"4 просмотра, нет за сегодня",Наземная,,
"Продается 1-комн. квартира, 39,69 м²",ЖК «ORO by Akvilon (ОРО от Аквилон)»,"39,69 м²",,,4,17,2027,Не сдан,Без отделки,Новостройка,"39,69 м²",,,"2,85 м",,,На улицу,,,Монолитно-кирпичный,р-н Московский,13ВА,3.0,"Звездная, Купчино, Московская","18 мин., 6 мин., 8 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,False,"нет просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 52,59 м²",ЖК «Кронфорт.Центральный»,"52,59 м²",17 м²,"17,9 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"52,59 м²",17 м²,"17,9 м²","3,04 м",,,На улицу и двор,Предчистовая,,Монолитный,р-н Кронштадтский,,,,,ГК Алькор,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"123 просмотра, нет за сегодня",Подземная,,"Чистовая, Предчистовая, Без отделки"
"Продается 1-комн. квартира, 37 м²",ЖК «FoRest Аквилон (Форест Аквилон)»,37 м²,,,1,13,2022,Сдан,,Новостройка,37 м²,,,"2,72 м",,,,,,Монолитно-кирпичный,р-н Приморский,87к1,3.0,"Комендантский проспект, Старая Деревня, Беговая","7 мин., 9 мин., 12 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"122 просмотра, нет за сегодня",,,
"Продается студия, 30,2 м²",ЖК «Respect (Респект)»,"30,2 м²","14,2 м²",5 м²,3,13,2027,Не сдан,Чистовая,Новостройка,"30,2 м²","14,2 м²",5 м²,"2,7 м",1 совмещенный,1 балкон,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Калининский,87,3.0,"Площадь Мужества, Лесная, Выборгская","7 мин., 17 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"нет просмотров, нет за сегодня",,,"Чистовая, Предчистовая"
"Продается 1-комн. квартира, 37,48 м²",ЖК «Цивилизация на Неве»,"37,48 м²",10 м²,"15,8 м²",16,18,2027,Не сдан,Предчистовая,Новостройка,"37,48 м²",10 м²,"15,8 м²","2,82 м",1 раздельный,1 лоджия,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"7 просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 62,79 м²",ЖК «Речной квартал»,"62,79 м²","23,9 м²","22,4 м²",5,24,2028,Не сдан,Черновая,Новостройка,"62,79 м²","23,9 м²","22,4 м²","2,7 м",,,,Черновая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Ломоносовская, Пролетарская, Обухово","9 мин., 10 мин., 10 мин.",,,,,,,,False,"99 просмотров, нет за сегодня",Подземная,,Черновая
"Продается 1-комн. квартира, 34,3 м²",ЖК «ЛСР. Большая Охта»,"34,3 м²","10,7 м²","16,2 м²",3,10,2027,Не сдан,Предчистовая,Новостройка,"34,3 м²","10,7 м²","16,2 м²","2,72 м",1 совмещенный,,На улицу,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,8к2,3.0,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"873 просмотра, 4 за сегодня",,,
"Продается 1-комн. квартира, 49,7 м²",ЖК «Тайм Сквер»,"49,7 м²",,,3,13,2025,Сдан,,Новостройка,"49,7 м²",,,"2,74 м",,,,,,Монолитно-кирпичный,р-н Приморский,,3.0,"Комендантский проспект, Старая Деревня, Беговая","11 мин., 14 мин., 14 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"36 просмотров, 1 за сегодня",,,
"Продается 3-комн. квартира, 60,2 м²",ЖК «Цветной Город»,"60,2 м²","32,4 м²","12,2 м²",20,23,2025,Не сдан,Чистовая,Новостройка,"60,2 м²","32,4 м²","12,2 м²","2,57 м",1 раздельный,"1 лоджия, 1 балкон",Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"23 просмотра, 3 за сегодня",Наземная,,"Чистовая, Чистовая с мебелью"
"Продается 1-комн. квартира, 35,3 м²",ЖК «Гений»,"35,3 м²","10,5 м²","13,2 м²",12,20,2028,Не сдан,Предчистовая,Новостройка,"35,3 м²","10,5 м²","13,2 м²","2,75 м",,,,Предчистовая,4 грузовых,Монолитный,р-н Невский,22к1Е,3.0,"Улица Дыбенко, Проспект Большевиков, Ломоносовская","13 мин., 6 мин., 9 мин.",,,,,,,,False,"16 просмотров, нет за сегодня",Подземная,Есть,
"Продается 1-комн. квартира, 46,11 м²",ЖК «Кинопарк»,"46,11 м²","13,8 м²",14 м²,1,9,2028,Не сдан,Без отделки,Новостройка,"46,11 м²","13,8 м²",14 м²,3 м,,,На улицу,,14 пассажирских,Монолитно-кирпичный,р-н Красносельский,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","9 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,"Монолитно-кирпичный, монолитный","Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"77 просмотров, 4 за сегодня",,Есть,
"Продается 1-комн. квартира, 34,5 м²",ЖК «Струны»,"34,5 м²","10,3 м²","15,9 м²",7,15,2027,Не сдан,Предчистовая,Новостройка,"34,5 м²","10,3 м²","15,9 м²","2,72 м",,,,Предчистовая,,Монолитный,р-н Выборгский,,3.0,"Проспект Просвещения, Парнас, Озерки","15 мин., 5 мин., 8 мин.",RBI,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,False,"650 просмотров, 4 за сегодня",Подземная,Есть,
"Продается 1-комн. квартира, 36,1 м²",ЖК «Струны»,"36,1 м²","10,9 м²","17,8 м²",9,23,2027,Не сдан,Предчистовая,Новостройка,"36,1 м²","10,9 м²","17,8 м²","2,72 м",,,,Предчистовая,,Монолитный,р-н Выборгский,,3.0,"Проспект Просвещения, Парнас, Озерки","17 мин., 6 мин., 8 мин.",RBI,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,False,"122 просмотра, 11 за сегодня",Подземная,Есть,
"Продается 2-комн. квартира, 52,02 м²",ЖК «Любоград»,"52,02 м²",24 м²,"14,2 м²",1,4,2027,Не сдан,Чистовая,Новостройка,"52,02 м²",24 м²,"14,2 м²","2,77 м",,,,Чистовая,7 пассажирских,Монолитно-кирпичный,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"156 просмотров, 6 за сегодня",,,
"Продается 1-комн. квартира, 31,4 м²",ЖК «Витебский парк»,"31,4 м²","9,5 м²","15,2 м²",2,12,2028,Не сдан,Чистовая,Новостройка,"31,4 м²","9,5 м²","15,2 м²","2,62 м",1 совмещенный,,На улицу,Чистовая,2 пассажирских,Монолитный,р-н Фрунзенский,,3.0,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"293 просмотра, 2 за сегодня",Открытая,,"Чистовая, Предчистовая"
"Продается 1-комн. квартира, 34,5 м²",ЖК «Струны»,"34,5 м²","10,3 м²","15,9 м²",7,16,2026,Не сдан,Предчистовая,Новостройка,"34,5 м²","10,3 м²","15,9 м²",,,,,Предчистовая,,Монолитный,р-н Выборгский,3,3.0,"Проспект Просвещения, Парнас, Озерки","17 мин., 5 мин., 8 мин.",RBI,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,False,"1121 просмотр, 6 за сегодня",Подземная,Есть,
